1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.9501247919268232e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.9004983374916811e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.8511193960306265e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.8019867330675525e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.7530991202833262e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.7044553354850815e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.6560541625756646e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.6078943915232318e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.5599748183309985e-01
1.0000000000000000e+00	-1.0000000000000000e+00
1.0000000000000000e+00	-9.5122942450071402e-01
